,root.title,root.schedule.day.short-name-of-day,root.schedule.day.lessons.lesson
0,Расписание группы P3113,Пт,"[{'week': 'четная неделя', 'time': '10:00-11:30', 'place': 'ул.Ломоносова, д.9, лит. М', 'room': 'Актовый зал', 'name': 'Основы профессиональной деятельности (лек)', 'teacher': 'Клименков Сергей Викторович', 'lesson-format': 'Очно - дистанционный'}, {'week': 'четная неделя', 'time': '11:40-13:10', 'place': 'ул.Ломоносова, д.9, лит. М', 'room': 'Актовый зал', 'name': 'Программирование (лек)', 'teacher': 'Письмак Алексей Евгеньевич', 'lesson-format': 'Очно - дистанционный'}]"
